entry_id	year	EngganoSource	id	year_id	words	commons	commons_tokenised	ipa	ipa_tokenised
1531	1855	vd Straten & S. 1855	293	1855vdS	berakidoija	bErakido:iya	b E r a k i d o:i y a	bɛrakidɔija	b ɛ r a k i d ɔi j a
1558	1855	vd Straten & S. 1855	301	1855vdS	nieka nieka	niika niika	n ii k a # n ii k a	niːka niːka	n iː k a # n iː k a
1565	1855	vd Straten & S. 1855	302	1855vdS	kemanajai	kEmanaya:i	k E m a n a y a:i	kɛmanajai	k ɛ m a n a j ai
1585	1855	vd Straten & S. 1855	308	1855vdS	djoha [adoedie]	joha [adudii]	j o h a # [ a d u d ii ]	d͡ʒoha [adudiː]	d͡ʒ o h a # [ a d u d iː ]
1611	1855	vd Straten & S. 1855	320	1855vdS	behoba abie obie	bEhoba abii obii	b E h o b a # a b ii # o b ii	bɛhoba abiː obiː	b ɛ h o b a # a b iː # o b iː
1673	1855	vd Straten & S. 1855	341	1855vdS	nape wakemaina	napE wakEma:ina	n a p E # w a k E m a:i n a	napɛ wakɛmaina	n a p ɛ # w a k ɛ m ai n a
1695	1855	vd Straten & S. 1855	353	1855vdS	ewa	Ewa	E w a	ɛwa	ɛ w a
1742	1855	vd Straten & S. 1855	368	1855vdS	oko	oko	o k o	oko	o k o
1778	1855	vd Straten & S. 1855	379	1855vdS	koko	koko	k o k o	koko	k o k o
1791	1855	vd Straten & S. 1855	381	1855vdS	kilie kilie	kilii kilii	k i l ii # k i l ii	kiliː kiliː	k i l iː # k i l iː
1838	1855	vd Straten & S. 1855	396	1855vdS	taauw awa	ta:o awa	t a:o # a w a	tao awa	t ao # a w a
1857	1855	vd Straten & S. 1855	405	1855vdS	belé	bEle	b E l e	bɛle	b ɛ l e
1920	1855	vd Straten & S. 1855	428	1855vdS	eufo	u̇fo	u̇ f o	ɨfo	ɨ f o
1951	1855	vd Straten & S. 1855	440	1855vdS	aihoha	a:ihoha	a:i h o h a	aihoha	ai h o h a
1981	1855	vd Straten & S. 1855	452	1855vdS	kedja-a	kEja'a	k E j a ' a	kɛd͡ʒaʔa	k ɛ d͡ʒ a ʔ a
2033	1855	vd Straten & S. 1855	471	1855vdS	kelelia	kElElia	k E l E l i a	kɛlɛlia	k ɛ l ɛ l i a
2059	1855	vd Straten & S. 1855	482	1855vdS	koedoe	kudu	k u d u	kudu	k u d u
2108	1855	vd Straten & S. 1855	494	1855vdS	oefa	ufa	u f a	ufa	u f a
2141	1855	vd Straten & S. 1855	507	1855vdS	koeaauw kakoeka	kua:o kakuka	k u a:o # k a k u k a	kuao kakuka	k u ao # k a k u k a
2146	1855	vd Straten & S. 1855	509	1855vdS	ké-ainjo	ke'a:iño	k e ' a:i ñ o	keʔaiɲo	k e ʔ ai ɲ o
2161	1855	vd Straten & S. 1855	515	1855vdS	belo belo	bElo bElo	b E l o # b E l o	bɛlo bɛlo	b ɛ l o # b ɛ l o
2213	1855	vd Straten & S. 1855	534	1855vdS	moeka mahaina ; moeka maina	muka maha:ina ; muka ma:ina	m u k a # m a h a:i n a # ; # m u k a # m a:i n a	muka mahaina ; muka maina	m u k a # m a h ai n a # ; # m u k a # m ai n a
